,ID,floor_area_sqm,mean_resale_price,Closest distance to Marina Bay Sands,Closest distance to Resorts World Casino Sentosa,geometry,Closest distance to a hotel,Closest distance to a park,Traffic lights within 500 meters,Parking lots within 500 meters
0,block 1 BEDOK,87.15151515151516,338909.62385482737,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
1,block 1 BUKIT MERAH,84.14583333333333,417188.3653581268,2915.024206183057,2915.024206183057,POINT (103.8353518 1.279353),498.7472366701182,573.9934074531296,0,300
2,block 1 BUKIT TIMAH,117.78947368421052,698816.9984051037,263575.98638049024,263575.98638049024,POINT (101.4670762 1.5112818),253640.57213193268,248446.00543563213,0,0
3,block 1 CENTRAL AREA,62.66666666666666,419808.253968254,6335035.601953875,6335035.601953875,POINT (146.00830092722262 -41.10814405),6332915.061501636,6330579.003407245,0,0
4,block 1 GEYLANG,82.29032258064517,428180.33331188885,4703.10950931338,4703.10950931338,POINT (103.8870563 1.3181862),422.920243142269,402.13140927055673,1,412
5,block 1 HOUGANG,61.64,243695.5482582124,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
6,block 1 KALLANG/WHAMPOA,72.02380952380952,338001.42360753776,5037.380009865922,5037.380009865922,POINT (103.8623474 1.3302361),1396.711551653625,810.0513911776123,0,0
7,block 1 MARINE PARADE,120.25,721748.3552631579,5254.445630521953,5254.445630521953,POINT (103.904665 1.302774),208.02567314987863,451.64683706976643,1,144
8,block 1 PASIR RIS,67.625,263843.0555555556,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
9,block 1 QUEENSTOWN,66.58333333333333,333384.08801270113,4152.557546350873,4152.557546350873,POINT (103.80124205708421 1.2865399499999999),463.6270616771752,838.2180919452259,0,90
10,block 1 SERANGOON,67.52173913043478,305275.4129240325,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
11,block 1 TOA PAYOH,66.96153846153847,266828.8809783597,5820.946891109513,5820.946891109513,POINT (103.84165664974125 1.3336103000000001),745.2850359014839,778.2192381026905,0,66
12,block 1 WOODLANDS,66.91304347826087,229668.50834431264,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
13,block 10 BEDOK,96.05882352941175,478691.9652100841,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
14,block 10 BUKIT MERAH,57.083333333333336,268690.412414966,1834.627121338543,1834.627121338543,POINT (103.82831840371266 1.2704395),248.7778970666255,1244.6646066973003,0,0
15,block 10 CENTRAL AREA,60.53846153846154,286577.858343842,6335273.916280794,6335273.916280794,POINT (146.01108627550525 -41.10890965),6333153.432561287,6330817.412471384,0,0
16,block 10 GEYLANG,80.18867924528301,406428.6363712938,4703.10950931338,4703.10950931338,POINT (103.8870563 1.3181862),422.920243142269,402.13140927055673,1,412
17,block 10 KALLANG/WHAMPOA,106.09756097560977,502035.4516133468,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
18,block 10 QUEENSTOWN,88.0,474932.35454545455,4236.463584304257,4236.463584304257,POINT (103.80147131920924 1.2875922499999999),425.1606351023242,931.5871617894511,0,90
19,block 10 TOA PAYOH,117.0,540176.4461538461,5743.444997146924,5743.444997146924,POINT (103.8497414 1.3353906),1053.5212691663721,567.364900852594,0,0
20,block 10 WOODLANDS,125.1,356680.8823529412,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
21,block 100 BEDOK,72.51724137931035,294158.7954387132,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
22,block 100 KALLANG/WHAMPOA,91.0,395586.6894894896,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
23,block 100 QUEENSTOWN,59.625,268766.1875,6308.218549044592,6308.218549044592,POINT (103.79843785 1.3071782),1087.1034494054304,597.5345150854171,1,194
24,block 100 TOA PAYOH,69.0,305725.96944444446,5955.658804997417,5955.658804997417,POINT (103.84914197460714 1.33722195),1257.0670580076555,745.9638754480519,0,0
25,block 101 ANG MO KIO,115.0,494548.6483516484,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
26,block 101 BEDOK,106.42857142857144,383570.675070028,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
27,block 101 BISHAN,127.46153846153848,709633.1025641026,9626.362806730527,9626.362806730527,POINT (103.82903026932581 1.36559295),3476.8964086441274,402.81198530142524,1,17
28,block 101 BUKIT BATOK,124.13333333333334,503670.2924242424,15350.57920603006,15350.57920603006,POINT (103.75220543614704 1.3750589),5020.855672930695,307.66647126975414,1,0
29,block 101 BUKIT MERAH,74.14285714285714,370079.1845238095,6801.785991024703,6801.785991024703,POINT (103.7971524501103 1.3114889),1161.0466515644196,180.9800508081328,1,516
30,block 101 CHOA CHU KANG,142.8,513855.2083333334,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
31,block 101 CLEMENTI,115.42857142857144,624958.8235294118,11896.328540908782,11896.328540908782,POINT (103.75144769655765 1.33620005),1450.1391868740359,1126.3183833750836,0,5
32,block 101 GEYLANG,70.4375,305941.3714539007,4861.68583215172,4861.68583215172,POINT (103.8706298184074 1.3275858),1708.2981574466685,358.1732391614532,1,303
33,block 101 HOUGANG,104.14285714285714,380901.4285714285,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
34,block 101 JURONG EAST,72.57894736842105,315478.16102318733,7178.59571364379,7178.59571364379,POINT (103.76970275789861 1.2934785500000001),177.19950196115252,646.356945125313,0,139
35,block 101 PASIR RIS,146.8181818181818,589237.7435064935,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
36,block 101 QUEENSTOWN,55.375,261208.3333333333,7178.59571364379,7178.59571364379,POINT (103.76970275789861 1.2934785500000001),177.19950196115252,646.356945125313,0,139
37,block 101 SERANGOON,91.42105263157896,341202.6995614035,7577.978652850622,7577.978652850622,POINT (103.88062227851341 1.3503253000000002),461.0068840311744,334.31643556120935,0,11
38,block 101 TAMPINES,97.5,412692.16517094016,11266.640206553264,11266.640206553264,POINT (103.93102912719868 1.35828095),3446.4064248378895,1501.0884756363776,0,566
39,block 101 TOA PAYOH,76.36842105263158,371555.2172582619,5820.946891109513,5820.946891109513,POINT (103.84165664974125 1.3336103000000001),745.2850359014839,778.2192381026905,0,66
40,block 101 WOODLANDS,77.78571428571429,283733.0539107951,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
41,block 101 YISHUN,72.63636363636364,257150.1019955654,17125.649119290814,17125.649119290814,POINT (103.8395409 1.438065),2603.320642946507,499.17292237660376,0,0
42,block 102 ANG MO KIO,116.25,517308.4107142857,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
43,block 102 BEDOK,85.96969696969697,359279.6423611111,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
44,block 102 BISHAN,128.25,743126.2083333334,9549.300637849754,9549.300637849754,POINT (103.83203356097692 1.3659908),3182.6130892712904,459.57555114117594,1,17
45,block 102 BUKIT BATOK,126.63157894736842,468272.45,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
46,block 102 BUKIT MERAH,80.6875,397497.6125874126,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
47,block 102 BUKIT PANJANG,75.72727272727273,300071.8039772727,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
48,block 102 CHOA CHU KANG,110.11111111111111,343583.6313131313,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
49,block 102 GEYLANG,70.84615384615384,325520.363428944,6480.1666132449545,6480.1666132449545,POINT (103.89459637858039 1.3325653499999999),1209.8330121330523,1421.4281268603972,1,233
50,block 102 HOUGANG,102.88888888888889,378319.5128205129,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
51,block 102 JURONG EAST,68.0,311367.469928356,7123.494156834656,7123.494156834656,POINT (103.77035442218084 1.2935294499999999),239.2187102773191,670.7818433126779,0,151
52,block 102 PASIR RIS,115.22222222222224,401389.3650793651,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
53,block 102 QUEENSTOWN,60.833333333333336,267898.77878787875,6308.218549044592,6308.218549044592,POINT (103.79843785 1.3071782),1087.1034494054304,597.5345150854171,1,194
54,block 102 TAMPINES,99.47058823529412,387211.1671826625,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
55,block 102 TOA PAYOH,78.0,378375.8245614035,5955.658804997417,5955.658804997417,POINT (103.84914197460714 1.33722195),1257.0670580076555,745.9638754480519,0,0
56,block 102 WOODLANDS,73.25,281281.2165775401,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
57,block 103 ANG MO KIO,83.38461538461539,314300.53286177426,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
58,block 103 BEDOK,89.65957446808511,365058.6732540975,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
59,block 103 BISHAN,123.63636363636364,679235.3333333334,9549.300637849754,9549.300637849754,POINT (103.83203356097692 1.3659908),3182.6130892712904,459.57555114117594,1,17
60,block 103 BUKIT BATOK,119.42857142857144,485456.8660022149,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
61,block 103 BUKIT MERAH,91.3225806451613,448038.0074831945,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
62,block 103 CHOA CHU KANG,108.77777777777776,341304.2320261438,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
63,block 103 CLEMENTI,116.33333333333331,602376.6666666667,9908.878813117522,9908.878813117522,POINT (103.77598114983843 1.3320357),3310.2419284511247,640.3661625490062,0,0
64,block 103 HOUGANG,119.5,456200.0,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
65,block 103 JURONG EAST,120.0,581330.7333333333,7123.494156834656,7123.494156834656,POINT (103.77035442218084 1.2935294499999999),239.2187102773191,670.7818433126779,0,151
66,block 103 KALLANG/WHAMPOA,123.34146341463416,622881.1849085366,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
67,block 103 PASIR RIS,111.28571428571428,406764.0342261905,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
68,block 103 SENGKANG,142.5,559222.7023809524,54292.93548373689,54292.93548373689,POINT (103.5763399 1.6834671),42089.528009069414,31721.25041652695,0,0
69,block 103 SERANGOON,92.23076923076924,345516.7582417582,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
70,block 103 TAMPINES,90.73333333333332,367249.2063492064,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
71,block 103 WOODLANDS,76.0,277600.54347826086,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
72,block 103 YISHUN,70.75,277861.99392712547,17076.156583567823,17076.156583567823,POINT (103.8403992 1.4377325),2548.4351442963457,592.4052691241836,0,0
73,block 104 BEDOK,97.47222222222224,449444.7890772128,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
74,block 104 BUKIT MERAH,88.54166666666667,446767.4786036036,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
75,block 104 BUKIT PANJANG,80.5,287170.7200757576,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
76,block 104 CHOA CHU KANG,108.5,339041.6666666666,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
77,block 104 CLEMENTI,152.0,770821.4285714285,9908.878813117522,9908.878813117522,POINT (103.77598114983843 1.3320357),3310.2419284511247,640.3661625490062,0,0
78,block 104 JURONG EAST,76.0,305195.3125,7123.494156834656,7123.494156834656,POINT (103.77035442218084 1.2935294499999999),239.2187102773191,670.7818433126779,0,151
79,block 104 PASIR RIS,113.53846153846152,408034.6711272599,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
80,block 104 SERANGOON,79.33333333333333,295263.8888888889,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
81,block 104 TAMPINES,90.41666666666669,344322.265625,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
82,block 104 TOA PAYOH,76.73913043478261,412892.6430453604,5955.658804997417,5955.658804997417,POINT (103.84914197460714 1.33722195),1257.0670580076555,745.9638754480519,0,0
83,block 104 WOODLANDS,91.21428571428572,321893.1493506493,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
84,block 105 ANG MO KIO,92.0,379337.0916666667,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
85,block 105 BEDOK,76.6,325155.5592787115,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
86,block 105 BISHAN,74.66666666666667,391712.44736842107,9549.300637849754,9549.300637849754,POINT (103.83203356097692 1.3659908),3182.6130892712904,459.57555114117594,1,17
87,block 105 BUKIT BATOK,105.84615384615384,414376.28125,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
88,block 105 BUKIT MERAH,68.46666666666667,344765.2575757576,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
89,block 105 BUKIT PANJANG,73.0909090909091,290132.57575757575,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
90,block 105 CHOA CHU KANG,76.77777777777777,283401.38383838383,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
91,block 105 CLEMENTI,72.0,341446.875,9455.33148208403,9455.33148208403,POINT (103.7697051 1.3227493),2895.540319597131,397.5632926306932,0,0
92,block 105 GEYLANG,115.83333333333331,538085.1666666666,6480.1666132449545,6480.1666132449545,POINT (103.89459637858039 1.3325653499999999),1209.8330121330523,1421.4281268603972,1,233
93,block 105 KALLANG/WHAMPOA,117.43478260869566,550964.681654116,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
94,block 105 PASIR RIS,115.0,433034.03875969,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
95,block 105 SENGKANG,101.4,393760.50505050505,54292.93548373689,54292.93548373689,POINT (103.5763399 1.6834671),42089.528009069414,31721.25041652695,0,0
96,block 105 SERANGOON,65.75,268251.22279759625,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
97,block 105 TAMPINES,105.75,420748.3777901786,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
98,block 105 TOA PAYOH,75.70588235294117,383074.5815686274,5955.658804997417,5955.658804997417,POINT (103.84914197460714 1.33722195),1257.0670580076555,745.9638754480519,0,0
99,block 105 WOODLANDS,91.6842105263158,319184.15047233464,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
100,block 106 ANG MO KIO,80.0,315650.6695652174,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
101,block 106 BEDOK,90.53333333333332,384976.495,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
102,block 106 BISHAN,90.86666666666666,501535.49811320746,9549.300637849754,9549.300637849754,POINT (103.83203356097692 1.3659908),3182.6130892712904,459.57555114117594,1,17
103,block 106 BUKIT BATOK,104.375,407142.99583333335,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
104,block 106 BUKIT MERAH,101.96666666666668,507325.118519465,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
105,block 106 BUKIT PANJANG,88.33333333333333,299265.8333333333,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
106,block 106 CHOA CHU KANG,79.66666666666667,268908.07949518604,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
107,block 106 GEYLANG,72.125,324629.01785714284,6480.1666132449545,6480.1666132449545,POINT (103.89459637858039 1.3325653499999999),1209.8330121330523,1421.4281268603972,1,233
108,block 106 HOUGANG,74.0,311388.5833333334,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
109,block 106 KALLANG/WHAMPOA,130.10344827586206,618003.9749893572,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
110,block 106 PASIR RIS,113.0,406935.4538690476,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
111,block 106 SENGKANG,110.63636363636364,396876.73909830005,54292.93548373689,54292.93548373689,POINT (103.5763399 1.6834671),42089.528009069414,31721.25041652695,0,0
112,block 106 SERANGOON,69.8,276113.6666666667,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
113,block 106 TAMPINES,116.52941176470588,469976.8879819871,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
114,block 106 TOA PAYOH,75.4,357278.15,5955.658804997417,5955.658804997417,POINT (103.84914197460714 1.33722195),1257.0670580076555,745.9638754480519,0,0
115,block 106 YISHUN,67.0,262048.10606060605,17076.156583567823,17076.156583567823,POINT (103.8403992 1.4377325),2548.4351442963457,592.4052691241836,0,0
116,block 107 ANG MO KIO,81.5,312818.5208831169,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
117,block 107 BEDOK,75.3225806451613,306233.6762634108,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
118,block 107 BISHAN,88.76923076923077,464173.0541310541,9549.300637849754,9549.300637849754,POINT (103.83203356097692 1.3659908),3182.6130892712904,459.57555114117594,1,17
119,block 107 BUKIT BATOK,108.75,422341.18333333335,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
120,block 107 BUKIT MERAH,67.21621621621621,310504.987638014,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
121,block 107 BUKIT PANJANG,146.28571428571428,554091.901098901,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
122,block 107 CHOA CHU KANG,148.1818181818182,516253.7878787879,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
123,block 107 KALLANG/WHAMPOA,97.8076923076923,465113.2603047595,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
124,block 107 SENGKANG,105.0,381411.7531939605,54292.93548373689,54292.93548373689,POINT (103.5763399 1.6834671),42089.528009069414,31721.25041652695,0,0
125,block 107 SERANGOON,62.72222222222222,270851.9499389499,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
126,block 107 TAMPINES,100.71428571428572,420861.2917207792,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
127,block 107 TOA PAYOH,75.04166666666667,359001.3240615107,5955.658804997417,5955.658804997417,POINT (103.84914197460714 1.33722195),1257.0670580076555,745.9638754480519,0,0
128,block 107 YISHUN,81.14893617021276,276739.1516187713,17076.156583567823,17076.156583567823,POINT (103.8403992 1.4377325),2548.4351442963457,592.4052691241836,0,0
129,block 108 ANG MO KIO,72.11764705882354,311378.8612261806,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
130,block 108 BEDOK,92.2439024390244,389269.2399359448,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
131,block 108 BISHAN,67.57142857142857,424985.7142857143,9549.300637849754,9549.300637849754,POINT (103.83203356097692 1.3659908),3182.6130892712904,459.57555114117594,1,17
132,block 108 BUKIT BATOK,105.2,405578.2745098039,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
133,block 108 BUKIT MERAH,86.73333333333333,407562.7043964232,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
134,block 108 BUKIT PANJANG,82.0,314090.28472222225,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
135,block 108 CHOA CHU KANG,147.88235294117646,513823.07647058816,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
136,block 108 GEYLANG,73.15,335589.6388059702,6480.1666132449545,6480.1666132449545,POINT (103.89459637858039 1.3325653499999999),1209.8330121330523,1421.4281268603972,1,233
137,block 108 JURONG EAST,91.2,373654.6564102564,7123.494156834656,7123.494156834656,POINT (103.77035442218084 1.2935294499999999),239.2187102773191,670.7818433126779,0,151
138,block 108 KALLANG/WHAMPOA,126.44,567314.2716666666,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
139,block 108 SENGKANG,108.27272727272728,395520.79415584414,54292.93548373689,54292.93548373689,POINT (103.5763399 1.6834671),42089.528009069414,31721.25041652695,0,0
140,block 108 SERANGOON,67.52941176470588,272310.4272090654,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
141,block 108 TAMPINES,95.6842105263158,390826.2913343966,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
142,block 108 TOA PAYOH,73.73913043478261,329596.55508732813,5955.658804997417,5955.658804997417,POINT (103.84914197460714 1.33722195),1257.0670580076555,745.9638754480519,0,0
143,block 108 WOODLANDS,91.61904761904762,321697.13675213675,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
144,block 108 YISHUN,71.62068965517241,306490.96986262966,17076.156583567823,17076.156583567823,POINT (103.8403992 1.4377325),2548.4351442963457,592.4052691241836,0,0
145,block 109 ANG MO KIO,74.36363636363636,303342.885026738,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
146,block 109 BEDOK,86.03448275862068,357514.5803195963,7026.3958671317005,7026.3958671317005,POINT (103.9102689 1.3244355),652.673359218433,464.2324411175573,0,7
147,block 109 BISHAN,87.6470588235294,492494.6710294118,9626.362806730527,9626.362806730527,POINT (103.82903026932581 1.36559295),3476.8964086441274,402.81198530142524,1,17
148,block 109 BUKIT BATOK,61.31578947368421,296035.89473684214,15350.57920603006,15350.57920603006,POINT (103.75220543614704 1.3750589),5020.855672930695,307.66647126975414,1,0
149,block 109 BUKIT MERAH,101.24137931034484,509205.4895814125,6801.785991024703,6801.785991024703,POINT (103.7971524501103 1.3114889),1161.0466515644196,180.9800508081328,1,516
150,block 109 BUKIT PANJANG,65.5,267112.7061403509,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
151,block 109 CHOA CHU KANG,146.23076923076923,517210.1037296037,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
152,block 109 CLEMENTI,75.7,327902.0833333333,9303.103816336414,9303.103816336414,POINT (103.7707457 1.321819),2740.6605822458496,313.8243100114617,0,0
153,block 109 GEYLANG,56.12903225806452,269607.92701325176,4861.68583215172,4861.68583215172,POINT (103.8706298184074 1.3275858),1708.2981574466685,358.1732391614532,1,303
154,block 109 HOUGANG,71.23076923076923,282372.56701631704,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
155,block 109 JURONG EAST,120.0,536640.8007936508,7178.59571364379,7178.59571364379,POINT (103.76970275789861 1.2934785500000001),177.19950196115252,646.356945125313,0,139
156,block 109 QUEENSTOWN,62.1,255949.12972972973,7178.59571364379,7178.59571364379,POINT (103.76970275789861 1.2934785500000001),177.19950196115252,646.356945125313,0,139
157,block 109 SENGKANG,120.53846153846152,447954.0485671192,54292.93548373689,54292.93548373689,POINT (103.5763399 1.6834671),42089.528009069414,31721.25041652695,0,0
158,block 109 SERANGOON,91.1818181818182,344954.52976190473,7577.978652850622,7577.978652850622,POINT (103.88062227851341 1.3503253000000002),461.0068840311744,334.31643556120935,0,11
159,block 109 TAMPINES,94.0909090909091,385531.1466894977,11806.762502208834,11806.762502208834,POINT (103.95028068813123 1.3423768),1244.4029668653268,578.6391885813852,0,0
160,block 109 TOA PAYOH,70.75,308783.6835616438,5885.077794635806,5885.077794635806,POINT (103.84106585119139 1.33399615),799.9639373855698,855.9932111212161,0,66
161,block 109 YISHUN,121.0,403730.7450980392,17125.649119290814,17125.649119290814,POINT (103.8395409 1.438065),2603.320642946507,499.17292237660376,0,0
162,block 11 BEDOK,111.73333333333332,525018.9282051282,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
163,block 11 BUKIT MERAH,86.69565217391305,576755.0194157565,1834.627121338543,1834.627121338543,POINT (103.82831840371266 1.2704395),248.7778970666255,1244.6646066973003,0,0
164,block 11 BUKIT TIMAH,111.22222222222224,632848.0256410257,263575.98638049024,263575.98638049024,POINT (101.4670762 1.5112818),253640.57213193268,248446.00543563213,0,0
165,block 11 GEYLANG,94.74603174603176,548998.767149908,4703.10950931338,4703.10950931338,POINT (103.8870563 1.3181862),422.920243142269,402.13140927055673,1,412
166,block 11 KALLANG/WHAMPOA,93.1851851851852,470998.9726183003,5037.380009865922,5037.380009865922,POINT (103.8623474 1.3302361),1396.711551653625,810.0513911776123,0,0
