,ID,floor_area_sqm,mean_resale_price,Closest distance to Marina Bay Sands,Closest distance to Resorts World Casino Sentosa,geometry,Closest distance to a hotel,Closest distance to a park,Traffic lights within 500 meters,Parking lots within 500 meters
308,block 12 TOA PAYOH,80.34375,315370.21683177934,5743.444997146924,5743.444997146924,POINT (103.8497414 1.3353906),1053.5212691663721,567.364900852594,0,0
309,block 12 WOODLANDS,69.15789473684211,237009.9418261948,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
310,block 121 ANG MO KIO,73.85714285714286,317510.40436507936,10344.959246657612,10344.959246657612,POINT (103.85006539907499 1.3776066),842.8579888075676,778.3481051446931,0,0
311,block 121 BEDOK,82.67647058823529,346168.837535014,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
312,block 121 BUKIT BATOK,149.66666666666666,624299.9142367067,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
313,block 121 BUKIT MERAH,107.23076923076924,713890.3096153846,2915.024206183057,2915.024206183057,POINT (103.8353518 1.279353),498.7472366701182,573.9934074531296,0,300
314,block 121 BUKIT PANJANG,104.71428571428572,374228.8131932773,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
315,block 121 CHOA CHU KANG,111.42857142857144,328923.41558441555,15467.193275881238,15467.193275881238,POINT (103.75204375 1.37618455),5135.199584062281,431.14704624839635,1,0
316,block 121 GEYLANG,88.84210526315789,339571.31156768923,5669.626396067117,5669.626396067117,POINT (103.9036242 1.312782),348.8313101688242,279.6996100508447,0,718
317,block 121 PASIR RIS,113.42105263157896,417405.65847953217,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
318,block 121 SERANGOON,122.11111111111111,425790.30769230775,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
319,block 121 TOA PAYOH,113.91111111111113,599756.2302083333,5897.1703699698255,5897.1703699698255,POINT (103.84953647483431 1.33676895),1205.8831747590648,706.2539303008265,0,0
320,block 121 YISHUN,76.64285714285714,279811.97325566,17076.156583567823,17076.156583567823,POINT (103.8403992 1.4377325),2548.4351442963457,592.4052691241836,0,0
321,block 122 BEDOK,78.80645161290323,323675.1755299539,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
322,block 122 BISHAN,91.5,450895.69,9626.362806730527,9626.362806730527,POINT (103.82903026932581 1.36559295),3476.8964086441274,402.81198530142524,1,17
323,block 122 BUKIT BATOK,149.63636363636363,591948.6577540108,15350.57920603006,15350.57920603006,POINT (103.75220543614704 1.3750589),5020.855672930695,307.66647126975414,1,0
324,block 122 CHOA CHU KANG,110.0,343485.9649122807,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
325,block 122 GEYLANG,91.44,411328.84523809527,4861.68583215172,4861.68583215172,POINT (103.8706298184074 1.3275858),1708.2981574466685,358.1732391614532,1,303
326,block 122 HOUGANG,114.125,457445.4673913043,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
327,block 122 PASIR RIS,112.375,404783.7386363637,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
328,block 122 TAMPINES,106.33333333333331,453103.1421568628,11266.640206553264,11266.640206553264,POINT (103.93102912719868 1.35828095),3446.4064248378895,1501.0884756363776,0,566
329,block 122 TOA PAYOH,116.53571428571428,653827.4287442744,5885.077794635806,5885.077794635806,POINT (103.84106585119139 1.33399615),799.9639373855698,855.9932111212161,0,66
330,block 123 BEDOK,75.9,332755.62727272726,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
331,block 123 BISHAN,91.85714285714286,475922.6031746032,9626.362806730527,9626.362806730527,POINT (103.82903026932581 1.36559295),3476.8964086441274,402.81198530142524,1,17
332,block 123 BUKIT PANJANG,82.0,296418.20652173914,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
333,block 123 CHOA CHU KANG,114.0,356208.22222222225,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
334,block 123 GEYLANG,119.7,553710.4891961085,4861.68583215172,4861.68583215172,POINT (103.8706298184074 1.3275858),1708.2981574466685,358.1732391614532,1,303
335,block 123 HOUGANG,70.75,297828.2467532468,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
336,block 123 SERANGOON,150.03030303030303,605771.244949495,7577.978652850622,7577.978652850622,POINT (103.88062227851341 1.3503253000000002),461.0068840311744,334.31643556120935,0,11
337,block 123 TAMPINES,111.8181818181818,471717.4918332259,11266.640206553264,11266.640206553264,POINT (103.93102912719868 1.35828095),3446.4064248378895,1501.0884756363776,0,566
338,block 123 TOA PAYOH,73.26666666666667,327566.8667349727,5885.077794635806,5885.077794635806,POINT (103.84106585119139 1.33399615),799.9639373855698,855.9932111212161,0,66
339,block 123 YISHUN,74.5,284186.59736540663,17125.649119290814,17125.649119290814,POINT (103.8395409 1.438065),2603.320642946507,499.17292237660376,0,0
340,block 124 ANG MO KIO,74.6923076923077,337151.74835164833,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
341,block 124 BEDOK,78.77142857142857,315174.50454042084,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
342,block 124 BISHAN,104.36842105263158,538261.4077040427,9626.362806730527,9626.362806730527,POINT (103.82903026932581 1.36559295),3476.8964086441274,402.81198530142524,1,17
343,block 124 CHOA CHU KANG,113.16666666666669,348082.2072072072,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
344,block 124 GEYLANG,101.72727272727272,496425.41808191815,4861.68583215172,4861.68583215172,POINT (103.8706298184074 1.3275858),1708.2981574466685,358.1732391614532,1,303
345,block 124 HOUGANG,80.41666666666667,315234.8261904762,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
346,block 124 TAMPINES,131.82051282051282,519804.7652135951,11266.640206553264,11266.640206553264,POINT (103.93102912719868 1.35828095),3446.4064248378895,1501.0884756363776,0,566
347,block 124 TOA PAYOH,82.21052631578948,346953.1340370156,5885.077794635806,5885.077794635806,POINT (103.84106585119139 1.33399615),799.9639373855698,855.9932111212161,0,66
348,block 124 WOODLANDS,153.42857142857142,479970.3571428572,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
349,block 124 YISHUN,77.64,281503.5380952381,17125.649119290814,17125.649119290814,POINT (103.8395409 1.438065),2603.320642946507,499.17292237660376,0,0
350,block 125 WOODLANDS,76.7,276631.2453886693,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
351,block 127 WOODLANDS,97.0,288457.6923076923,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
352,block 128 WOODLANDS,170.0,560008.6165845649,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
353,block 129 WOODLANDS,84.76190476190476,278078.43930905696,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
354,block 13 BUKIT MERAH,80.67213114754098,471003.8923244708,1834.627121338543,1834.627121338543,POINT (103.82831840371266 1.2704395),248.7778970666255,1244.6646066973003,0,0
355,block 13 BUKIT TIMAH,110.0,642613.7045454546,263575.98638049024,263575.98638049024,POINT (101.4670762 1.5112818),253640.57213193268,248446.00543563213,0,0
356,block 13 KALLANG/WHAMPOA,105.47916666666669,615771.8325726946,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
357,block 13 MARINE PARADE,125.8181818181818,714322.8701298701,5254.445630521953,5254.445630521953,POINT (103.904665 1.302774),208.02567314987863,451.64683706976643,1,144
358,block 13 QUEENSTOWN,86.71830985915493,525855.6923656666,4353.676410082911,4353.676410082911,POINT (103.80066166708446 1.2883300000000002),522.8122120360333,1043.6762292246613,0,90
359,block 13 TOA PAYOH,71.37037037037037,276285.70387078804,5743.444997146924,5743.444997146924,POINT (103.8497414 1.3353906),1053.5212691663721,567.364900852594,0,0
360,block 13 WOODLANDS,68.76190476190476,246340.0464852608,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
361,block 130 ANG MO KIO,80.71428571428571,335718.92035007075,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
362,block 130 BEDOK,119.45454545454544,475047.0132336018,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
363,block 130 BISHAN,95.35714285714286,476883.8435374149,9626.362806730527,9626.362806730527,POINT (103.82903026932581 1.36559295),3476.8964086441274,402.81198530142524,1,17
364,block 130 BUKIT MERAH,72.57575757575758,346973.8041027333,6801.785991024703,6801.785991024703,POINT (103.7971524501103 1.3114889),1161.0466515644196,180.9800508081328,1,516
365,block 130 CHOA CHU KANG,119.0,385082.33082706766,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
366,block 130 GEYLANG,147.25,726927.4864864865,4861.68583215172,4861.68583215172,POINT (103.8706298184074 1.3275858),1708.2981574466685,358.1732391614532,1,303
367,block 130 HOUGANG,103.0,381324.451754386,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
368,block 130 QUEENSTOWN,103.9375,692725.2150000001,7178.59571364379,7178.59571364379,POINT (103.76970275789861 1.2934785500000001),177.19950196115252,646.356945125313,0,139
369,block 130 TAMPINES,114.72727272727272,474486.4164904863,11266.640206553264,11266.640206553264,POINT (103.93102912719868 1.35828095),3446.4064248378895,1501.0884756363776,0,566
370,block 130 WOODLANDS,70.5,257534.63261648745,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
371,block 131 ANG MO KIO,98.0,416302.8538587849,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
372,block 131 BEDOK,92.71428571428572,392517.3244682853,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
373,block 131 BISHAN,96.2,488708.3333333334,9626.362806730527,9626.362806730527,POINT (103.82903026932581 1.36559295),3476.8964086441274,402.81198530142524,1,17
374,block 131 BUKIT BATOK,82.23076923076923,307758.81410256407,15350.57920603006,15350.57920603006,POINT (103.75220543614704 1.3750589),5020.855672930695,307.66647126975414,1,0
375,block 131 BUKIT MERAH,65.61111111111111,317867.41803278687,6801.785991024703,6801.785991024703,POINT (103.7971524501103 1.3114889),1161.0466515644196,180.9800508081328,1,516
376,block 131 BUKIT PANJANG,77.28571428571429,286523.57034137857,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
377,block 131 GEYLANG,147.33333333333334,667910.5384615385,4861.68583215172,4861.68583215172,POINT (103.8706298184074 1.3275858),1708.2981574466685,358.1732391614532,1,303
378,block 131 PASIR RIS,147.0,521304.1666666666,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
379,block 131 TAMPINES,106.25,463458.625,11266.640206553264,11266.640206553264,POINT (103.93102912719868 1.35828095),3446.4064248378895,1501.0884756363776,0,566
380,block 131 WOODLANDS,65.85,243052.89235412475,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
381,block 131 YISHUN,83.92307692307692,303544.1585081585,17125.649119290814,17125.649119290814,POINT (103.8395409 1.438065),2603.320642946507,499.17292237660376,0,0
382,block 132 ANG MO KIO,123.0,515613.16456876457,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
383,block 132 BUKIT MERAH,60.1,277524.2144927536,6801.785991024703,6801.785991024703,POINT (103.7971524501103 1.3114889),1161.0466515644196,180.9800508081328,1,516
384,block 132 BUKIT PANJANG,85.0,296227.296875,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
385,block 132 GEYLANG,145.625,746553.3411654135,4861.68583215172,4861.68583215172,POINT (103.8706298184074 1.3275858),1708.2981574466685,358.1732391614532,1,303
386,block 132 QUEENSTOWN,122.6,784748.0,7178.59571364379,7178.59571364379,POINT (103.76970275789861 1.2934785500000001),177.19950196115252,646.356945125313,0,139
387,block 132 YISHUN,81.75,302260.6071428572,17125.649119290814,17125.649119290814,POINT (103.8395409 1.438065),2603.320642946507,499.17292237660376,0,0
388,block 133 BEDOK,94.1,375579.304029304,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
389,block 133 BISHAN,71.11111111111111,365626.2254901961,9626.362806730527,9626.362806730527,POINT (103.82903026932581 1.36559295),3476.8964086441274,402.81198530142524,1,17
390,block 133 BUKIT MERAH,59.0,270128.2967032967,6801.785991024703,6801.785991024703,POINT (103.7971524501103 1.3114889),1161.0466515644196,180.9800508081328,1,516
391,block 133 GEYLANG,145.28571428571428,715473.7545045045,4861.68583215172,4861.68583215172,POINT (103.8706298184074 1.3275858),1708.2981574466685,358.1732391614532,1,303
392,block 133 PASIR RIS,146.0,574107.1428571428,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
393,block 133 QUEENSTOWN,122.14285714285714,752839.2857142857,7178.59571364379,7178.59571364379,POINT (103.76970275789861 1.2934785500000001),177.19950196115252,646.356945125313,0,139
394,block 133 TAMPINES,109.77777777777776,425376.4761904762,11266.640206553264,11266.640206553264,POINT (103.93102912719868 1.35828095),3446.4064248378895,1501.0884756363776,0,566
395,block 133 TOA PAYOH,155.0,772791.6666666666,5885.077794635806,5885.077794635806,POINT (103.84106585119139 1.33399615),799.9639373855698,855.9932111212161,0,66
396,block 134 ANG MO KIO,98.0,417669.29469466704,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
397,block 134 BEDOK,77.36842105263158,329901.3823712173,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
398,block 134 BISHAN,146.1818181818182,772741.1772727272,9626.362806730527,9626.362806730527,POINT (103.82903026932581 1.36559295),3476.8964086441274,402.81198530142524,1,17
399,block 134 BUKIT BATOK,75.6923076923077,281179.3598901099,15350.57920603006,15350.57920603006,POINT (103.75220543614704 1.3750589),5020.855672930695,307.66647126975414,1,0
400,block 134 BUKIT MERAH,110.3,596021.701754386,6801.785991024703,6801.785991024703,POINT (103.7971524501103 1.3114889),1161.0466515644196,180.9800508081328,1,516
401,block 134 HOUGANG,103.0,381143.3768939394,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
402,block 134 TAMPINES,106.0,408743.39344262297,11266.640206553264,11266.640206553264,POINT (103.93102912719868 1.35828095),3446.4064248378895,1501.0884756363776,0,566
403,block 134 YISHUN,78.0,276601.3888888889,17125.649119290814,17125.649119290814,POINT (103.8395409 1.438065),2603.320642946507,499.17292237660376,0,0
404,block 136 BEDOK,74.22727272727273,313393.78144378145,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
405,block 136 BUKIT BATOK,76.58823529411765,279851.7174880763,15350.57920603006,15350.57920603006,POINT (103.75220543614704 1.3750589),5020.855672930695,307.66647126975414,1,0
406,block 136 BUKIT PANJANG,113.2,349326.29411764705,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
407,block 136 TAMPINES,104.72727272727272,411913.8872624551,11266.640206553264,11266.640206553264,POINT (103.93102912719868 1.35828095),3446.4064248378895,1501.0884756363776,0,566
408,block 137 WOODLANDS,119.27272727272728,351958.4010695187,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
409,block 139 BEDOK,95.76470588235294,418255.916752666,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
410,block 139 BUKIT BATOK,73.57142857142857,278755.03463203466,13546.368069972705,13546.368069972705,POINT (103.75261604998195 1.3559956),3083.685636114205,412.97137914220417,0,167
411,block 139 BUKIT MERAH,119.5,595340.6914893617,1834.627121338543,1834.627121338543,POINT (103.82831840371266 1.2704395),248.7778970666255,1244.6646066973003,0,0
412,block 139 BUKIT PANJANG,83.0,296809.68333333335,14305.71568963065,14305.71568963065,POINT (103.7718658 1.377921),6280.543634722028,520.3685513679015,3,0
413,block 139 HOUGANG,108.5,430845.5880952381,3358327.068855709,3358327.068855709,POINT (112.38312 30.5177958),3343985.5028289706,3340111.232258422,0,0
414,block 139 SENGKANG,140.71428571428572,558496.8398268399,54292.93548373689,54292.93548373689,POINT (103.5763399 1.6834671),42089.528009069414,31721.25041652695,0,0
415,block 139 SERANGOON,111.0,428553.1666666667,7449.298925379446,7449.298925379446,POINT (103.8698268 1.3514805),1035.0585963439335,553.9290427672121,3,0
416,block 139 YISHUN,78.33333333333333,291875.83666666667,16148.913016952923,16148.913016952923,POINT (103.8336942 1.428136),1882.8518262369785,647.4012014452042,0,0
417,block 14 BUKIT MERAH,86.41666666666667,507297.6690744993,1834.627121338543,1834.627121338543,POINT (103.82831840371266 1.2704395),248.7778970666255,1244.6646066973003,0,0
418,block 14 BUKIT TIMAH,108.8,623992.8333333333,263575.98638049024,263575.98638049024,POINT (101.4670762 1.5112818),253640.57213193268,248446.00543563213,0,0
419,block 14 KALLANG/WHAMPOA,95.575,476327.0799903101,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
420,block 14 MARINE PARADE,119.6923076923077,744065.3586080585,5254.445630521953,5254.445630521953,POINT (103.904665 1.302774),208.02567314987863,451.64683706976643,1,144
421,block 14 QUEENSTOWN,116.36842105263158,720340.0050125314,4335.220942758862,4335.220942758862,POINT (103.80054056273511 1.2880524),531.873285854659,1022.5063209531824,0,90
422,block 141 BEDOK,101.64285714285714,380174.5421245421,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
423,block 141 BISHAN,106.2,490664.4676798378,12821992.296439068,12821992.296439068,POINT (-123.8541392 48.7916839),12805440.311494686,12804180.879941395,0,0
424,block 141 BUKIT BATOK,149.7,592456.0561403509,13546.368069972705,13546.368069972705,POINT (103.75261604998195 1.3559956),3083.685636114205,412.97137914220417,0,167
425,block 141 BUKIT MERAH,75.46153846153847,326754.70804195805,1834.627121338543,1834.627121338543,POINT (103.82831840371266 1.2704395),248.7778970666255,1244.6646066973003,0,0
426,block 141 SENGKANG,110.42857142857144,398757.2477203647,54292.93548373689,54292.93548373689,POINT (103.5763399 1.6834671),42089.528009069414,31721.25041652695,0,0
427,block 141 TAMPINES,110.93103448275862,449365.3122820612,12011.449691750802,12011.449691750802,POINT (103.9435712 1.3546528),2577.709762852811,519.8626190387441,2,0
428,block 141 TOA PAYOH,102.39285714285714,604367.6811454311,5743.444997146924,5743.444997146924,POINT (103.8497414 1.3353906),1053.5212691663721,567.364900852594,0,0
429,block 141 WOODLANDS,164.0,514617.7083333333,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
430,block 141 YISHUN,79.85714285714286,290748.51035196683,16148.913016952923,16148.913016952923,POINT (103.8336942 1.428136),1882.8518262369785,647.4012014452042,0,0
431,block 142 WOODLANDS,156.36363636363637,548011.7593582887,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
432,block 145 HOUGANG,149.07142857142858,628606.3333333334,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
433,block 145 WOODLANDS,71.75,269772.9772727273,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
434,block 146 WOODLANDS,77.70588235294117,272742.3222263589,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
435,block 147 BEDOK,96.66666666666669,368991.17926699895,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
436,block 147 BUKIT PANJANG,144.0,565387.4583333334,14305.71568963065,14305.71568963065,POINT (103.7718658 1.377921),6280.543634722028,520.3685513679015,3,0
437,block 147 PASIR RIS,121.25,429030.1027649769,14414.442820715212,14414.442820715212,POINT (103.94774639583392 1.3815038),825.0809022399015,383.9541719565032,0,0
438,block 147 SENGKANG,137.22222222222223,569412.6767676768,54292.93548373689,54292.93548373689,POINT (103.5763399 1.6834671),42089.528009069414,31721.25041652695,0,0
439,block 147 SERANGOON,74.47058823529412,295634.175185109,7449.298925379446,7449.298925379446,POINT (103.8698268 1.3514805),1035.0585963439335,553.9290427672121,3,0
440,block 147 TOA PAYOH,100.23809523809524,734302.3476190476,5743.444997146924,5743.444997146924,POINT (103.8497414 1.3353906),1053.5212691663721,567.364900852594,0,0
441,block 147 YISHUN,73.0,297603.5714285714,16148.913016952923,16148.913016952923,POINT (103.8336942 1.428136),1882.8518262369785,647.4012014452042,0,0
442,block 149 BEDOK,92.2,354812.16149068327,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
443,block 149 BUKIT MERAH,81.81818181818181,360783.8181818182,1834.627121338543,1834.627121338543,POINT (103.82831840371266 1.2704395),248.7778970666255,1244.6646066973003,0,0
444,block 149 BUKIT PANJANG,88.88235294117646,309767.1737588652,14305.71568963065,14305.71568963065,POINT (103.7718658 1.377921),6280.543634722028,520.3685513679015,3,0
445,block 149 PASIR RIS,124.375,412800.0915750916,14414.442820715212,14414.442820715212,POINT (103.94774639583392 1.3815038),825.0809022399015,383.9541719565032,0,0
446,block 149 TAMPINES,121.64516129032258,592996.0407733921,12011.449691750802,12011.449691750802,POINT (103.9435712 1.3546528),2577.709762852811,519.8626190387441,2,0
447,block 149 WOODLANDS,76.88888888888889,274682.83444561524,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
448,block 149 YISHUN,121.4,432295.225,16148.913016952923,16148.913016952923,POINT (103.8336942 1.428136),1882.8518262369785,647.4012014452042,0,0
449,block 15 BEDOK,88.0,374226.1307189543,9057.217152985671,9057.217152985671,POINT (103.9314714 1.3256702),1853.18802415568,799.6053700989594,1,0
450,block 15 BUKIT MERAH,69.88888888888889,305022.88095238095,478438.0299118013,478438.0299118013,POINT (101.0377184 4.5547853),466060.8429300524,456189.309510688,0,0
451,block 15 GEYLANG,113.88888888888889,490231.0568475452,4703.10950931338,4703.10950931338,POINT (103.8870563 1.3181862),422.920243142269,402.13140927055673,1,412
452,block 15 HOUGANG,82.0,309932.29767628206,3358327.068855709,3358327.068855709,POINT (112.38312 30.5177958),3343985.5028289706,3340111.232258422,0,0
453,block 15 KALLANG/WHAMPOA,75.76470588235294,438886.9911114323,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
454,block 15 QUEENSTOWN,82.0,471986.975537506,4328.630714658939,4328.630714658939,POINT (103.80070686768212 1.2880899000000001),513.9661270087321,1017.6877572081802,0,90
455,block 15 TOA PAYOH,103.38888888888889,386675.2333333333,5743.444997146924,5743.444997146924,POINT (103.8497414 1.3353906),1053.5212691663721,567.364900852594,0,0
456,block 15 WOODLANDS,66.6923076923077,240596.37315199815,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
457,block 152 WOODLANDS,81.85714285714286,303921.94836488814,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
458,block 155 WOODLANDS,90.5,310866.57558139536,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
459,block 157 WOODLANDS,81.82352941176471,294927.6403903904,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
460,block 158 WOODLANDS,84.27272727272727,300588.16083916085,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
461,block 159 WOODLANDS,82.0,310931.7158730159,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
462,block 16 BUKIT MERAH,70.51020408163265,434015.9915161467,1834.627121338543,1834.627121338543,POINT (103.82831840371266 1.2704395),248.7778970666255,1244.6646066973003,0,0
463,block 16 GEYLANG,61.35714285714285,269255.53968253965,4703.10950931338,4703.10950931338,POINT (103.8870563 1.3181862),422.920243142269,402.13140927055673,1,412
464,block 16 HOUGANG,121.375,484190.9230769231,3358327.068855709,3358327.068855709,POINT (112.38312 30.5177958),3343985.5028289706,3340111.232258422,0,0
465,block 16 KALLANG/WHAMPOA,75.57142857142857,392581.2249373433,4502.24597112861,4502.24597112861,POINT (103.8663299 1.3250618),1443.4687309170426,149.38617702407808,0,142
466,block 16 TOA PAYOH,129.88888888888889,507462.2222222223,5743.444997146924,5743.444997146924,POINT (103.8497414 1.3353906),1053.5212691663721,567.364900852594,0,0
467,block 16 WOODLANDS,45.0,210485.7142857143,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
468,block 160 BEDOK,147.22222222222223,648133.925925926,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
469,block 160 BUKIT BATOK,75.66666666666667,304418.90579710144,15350.57920603006,15350.57920603006,POINT (103.75220543614704 1.3750589),5020.855672930695,307.66647126975414,1,0
470,block 160 CHOA CHU KANG,104.42857142857144,371502.35119047615,15352.791314381206,15352.791314381206,POINT (103.7508022218648 1.37424565),4891.468718865619,253.07487117599825,1,0
471,block 160 QUEENSTOWN,77.4,397431.7703125,15548042.1514909,15548042.1514909,POINT (-76.9693881 38.950721),15533660.596152823,15528540.855103562,0,0
472,block 160 TAMPINES,117.47058823529412,495438.2997936017,11266.640206553264,11266.640206553264,POINT (103.93102912719868 1.35828095),3446.4064248378895,1501.0884756363776,0,566
473,block 160 TOA PAYOH,40.888888888888886,228181.94444444444,5885.077794635806,5885.077794635806,POINT (103.84106585119139 1.33399615),799.9639373855698,855.9932111212161,0,66
474,block 160 WOODLANDS,91.33333333333331,314913.72222222225,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
475,block 161 BEDOK,151.0,630583.3333333334,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
476,block 161 BUKIT BATOK,82.61538461538461,302344.16971916973,15350.57920603006,15350.57920603006,POINT (103.75220543614704 1.3750589),5020.855672930695,307.66647126975414,1,0
