ID,floor_area_sqm,mean_resale_price,geometry,Closest distance to Marina Bay Sands,Closest distance to Resorts World Casino Sentosa
block 131 BUKIT BATOK,82.23076923076923,307758.81410256407,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 131 BUKIT MERAH,65.61111111111111,317867.41803278687,POINT (103.7971524501103 1.3114889),6801.785991024703,6801.785991024703
block 131 BUKIT PANJANG,77.28571428571429,286523.57034137857,POINT (103.76120534896185 1.3849607499999999),15692.412745641155,15692.412745641155
block 131 GEYLANG,147.33333333333334,667910.5384615385,POINT (103.8706298184074 1.3275858),4861.68583215172,4861.68583215172
block 131 PASIR RIS,147.0,521304.1666666666,POINT (103.94350777946352 1.372388),13353.959876046514,13353.959876046514
block 131 TAMPINES,106.25,463458.625,POINT (103.93102912719868 1.35828095),11266.640206553264,11266.640206553264
block 131 WOODLANDS,65.85,243052.89235412475,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 131 YISHUN,83.92307692307692,303544.1585081585,POINT (103.8395409 1.438065),17125.649119290814,17125.649119290814
block 132 ANG MO KIO,123.0,515613.16456876457,POINT (103.84368975 1.3885722999999999),11646.10442013269,11646.10442013269
block 132 BUKIT MERAH,60.1,277524.2144927536,POINT (103.7971524501103 1.3114889),6801.785991024703,6801.785991024703
block 132 BUKIT PANJANG,85.0,296227.296875,POINT (103.76120534896185 1.3849607499999999),15692.412745641155,15692.412745641155
block 132 GEYLANG,145.625,746553.3411654135,POINT (103.8706298184074 1.3275858),4861.68583215172,4861.68583215172
block 132 QUEENSTOWN,122.6,784748.0,POINT (103.76970275789861 1.2934785500000001),7178.59571364379,7178.59571364379
block 132 YISHUN,81.75,302260.60714285716,POINT (103.8395409 1.438065),17125.649119290814,17125.649119290814
block 133 BEDOK,94.1,375579.304029304,POINT (103.9101817 1.3244029),7016.56940172059,7016.56940172059
block 133 BISHAN,71.11111111111111,365626.2254901961,POINT (103.82903026932581 1.36559295),9626.362806730529,9626.362806730529
block 133 BUKIT MERAH,59.0,270128.2967032967,POINT (103.7971524501103 1.3114889),6801.785991024703,6801.785991024703
block 133 GEYLANG,145.28571428571428,715473.7545045045,POINT (103.8706298184074 1.3275858),4861.68583215172,4861.68583215172
block 133 PASIR RIS,146.0,574107.1428571428,POINT (103.94350777946352 1.372388),13353.959876046514,13353.959876046514
block 133 QUEENSTOWN,122.14285714285714,752839.2857142857,POINT (103.76970275789861 1.2934785500000001),7178.59571364379,7178.59571364379
block 133 TAMPINES,109.77777777777777,425376.4761904762,POINT (103.93102912719868 1.35828095),11266.640206553264,11266.640206553264
block 133 TOA PAYOH,155.0,772791.6666666666,POINT (103.84106585119139 1.33399615),5885.077794635806,5885.077794635806
block 134 ANG MO KIO,98.0,417669.29469466704,POINT (103.84368975 1.3885722999999999),11646.10442013269,11646.10442013269
block 134 BEDOK,77.36842105263158,329901.3823712173,POINT (103.9101817 1.3244029),7016.56940172059,7016.56940172059
block 134 BISHAN,146.1818181818182,772741.1772727272,POINT (103.82903026932581 1.36559295),9626.362806730529,9626.362806730529
block 134 BUKIT BATOK,75.6923076923077,281179.3598901099,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 134 BUKIT MERAH,110.3,596021.701754386,POINT (103.7971524501103 1.3114889),6801.785991024703,6801.785991024703
block 134 HOUGANG,103.0,381143.3768939394,POINT (103.88071076652449 1.34987515),7533.190369947071,7533.190369947071
block 134 TAMPINES,106.0,408743.39344262297,POINT (103.93102912719868 1.35828095),11266.640206553264,11266.640206553264
block 134 YISHUN,78.0,276601.3888888889,POINT (103.8395409 1.438065),17125.649119290814,17125.649119290814
block 136 BEDOK,74.22727272727273,313393.78144378145,POINT (103.9101817 1.3244029),7016.56940172059,7016.56940172059
block 136 BUKIT BATOK,76.58823529411765,279851.7174880763,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 136 BUKIT PANJANG,113.2,349326.29411764705,POINT (103.76120534896185 1.3849607499999999),15692.412745641155,15692.412745641155
block 136 TAMPINES,104.72727272727273,411913.8872624551,POINT (103.93102912719868 1.35828095),11266.640206553264,11266.640206553264
block 137 WOODLANDS,119.27272727272727,351958.4010695187,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 139 BEDOK,95.76470588235294,418255.916752666,POINT (103.9314714 1.3256702),9057.217152985673,9057.217152985673
block 139 BUKIT BATOK,73.57142857142857,278755.03463203466,POINT (103.75261604998195 1.3559956),13546.368069972705,13546.368069972705
block 139 BUKIT MERAH,119.5,595340.6914893617,POINT (103.82831840371266 1.2704395),1834.627121338543,1834.627121338543
block 139 BUKIT PANJANG,83.0,296809.68333333335,POINT (103.7718658 1.377921),14305.71568963065,14305.71568963065
block 139 HOUGANG,108.5,430845.5880952381,POINT (112.38312 30.5177958),3358327.068855709,3358327.068855709
block 139 SENGKANG,140.71428571428572,558496.8398268399,POINT (103.5763399 1.6834671),54292.93548373689,54292.93548373689
block 139 SERANGOON,111.0,428553.1666666667,POINT (103.8698268 1.3514805),7449.298925379446,7449.298925379446
block 139 YISHUN,78.33333333333333,291875.83666666667,POINT (103.8336942 1.428136),16148.913016952925,16148.913016952925
block 14 BUKIT MERAH,86.41666666666667,507297.6690744993,POINT (103.82831840371266 1.2704395),1834.627121338543,1834.627121338543
block 14 BUKIT TIMAH,108.8,623992.8333333333,POINT (101.4670762 1.5112818),263575.98638049024,263575.98638049024
block 14 KALLANG/WHAMPOA,95.575,476327.0799903101,POINT (103.8663299 1.3250618),4502.24597112861,4502.24597112861
block 14 MARINE PARADE,119.6923076923077,744065.3586080585,POINT (103.904665 1.302774),5254.445630521953,5254.445630521953
block 14 QUEENSTOWN,116.36842105263158,720340.0050125314,POINT (103.80054056273511 1.2880524),4335.220942758862,4335.220942758862
block 141 BEDOK,101.64285714285714,380174.5421245421,POINT (103.9314714 1.3256702),9057.217152985673,9057.217152985673
block 141 BISHAN,106.2,490664.46767983784,POINT (-123.8541392 48.7916839),12821992.296439067,12821992.296439067
block 141 BUKIT BATOK,149.7,592456.0561403509,POINT (103.75261604998195 1.3559956),13546.368069972705,13546.368069972705
block 141 BUKIT MERAH,75.46153846153847,326754.70804195805,POINT (103.82831840371266 1.2704395),1834.627121338543,1834.627121338543
block 141 SENGKANG,110.42857142857143,398757.2477203647,POINT (103.5763399 1.6834671),54292.93548373689,54292.93548373689
block 141 TAMPINES,110.93103448275862,449365.3122820612,POINT (103.9435712 1.3546528),12011.449691750802,12011.449691750802
block 141 TOA PAYOH,102.39285714285714,604367.6811454311,POINT (103.8497414 1.3353906),5743.444997146924,5743.444997146924
block 141 WOODLANDS,164.0,514617.7083333333,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 141 YISHUN,79.85714285714286,290748.51035196683,POINT (103.8336942 1.428136),16148.913016952925,16148.913016952925
block 142 WOODLANDS,156.36363636363637,548011.7593582887,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 145 HOUGANG,149.07142857142858,628606.3333333334,POINT (103.88324188555953 1.35147475),7787.477904233574,7787.477904233574
block 145 WOODLANDS,71.75,269772.9772727273,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 146 WOODLANDS,77.70588235294117,272742.3222263589,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 147 BEDOK,96.66666666666667,368991.17926699895,POINT (103.9314714 1.3256702),9057.217152985673,9057.217152985673
block 147 BUKIT PANJANG,144.0,565387.4583333334,POINT (103.7718658 1.377921),14305.71568963065,14305.71568963065
block 147 PASIR RIS,121.25,429030.1027649769,POINT (103.94774639583392 1.3815038),14414.442820715212,14414.442820715212
block 147 SENGKANG,137.22222222222223,569412.6767676768,POINT (103.5763399 1.6834671),54292.93548373689,54292.93548373689
block 147 SERANGOON,74.47058823529412,295634.175185109,POINT (103.8698268 1.3514805),7449.298925379446,7449.298925379446
block 147 TOA PAYOH,100.23809523809524,734302.3476190476,POINT (103.8497414 1.3353906),5743.444997146924,5743.444997146924
block 147 YISHUN,73.0,297603.5714285714,POINT (103.8336942 1.428136),16148.913016952925,16148.913016952925
block 149 BEDOK,92.2,354812.16149068327,POINT (103.9314714 1.3256702),9057.217152985673,9057.217152985673
block 149 BUKIT MERAH,81.81818181818181,360783.8181818182,POINT (103.82831840371266 1.2704395),1834.627121338543,1834.627121338543
block 149 BUKIT PANJANG,88.88235294117646,309767.1737588652,POINT (103.7718658 1.377921),14305.71568963065,14305.71568963065
block 149 PASIR RIS,124.375,412800.0915750916,POINT (103.94774639583392 1.3815038),14414.442820715212,14414.442820715212
block 149 TAMPINES,121.64516129032258,592996.0407733921,POINT (103.9435712 1.3546528),12011.449691750802,12011.449691750802
block 149 WOODLANDS,76.88888888888889,274682.83444561524,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 149 YISHUN,121.4,432295.225,POINT (103.8336942 1.428136),16148.913016952925,16148.913016952925
block 15 BEDOK,88.0,374226.13071895426,POINT (103.9314714 1.3256702),9057.217152985673,9057.217152985673
block 15 BUKIT MERAH,69.88888888888889,305022.88095238095,POINT (101.0377184 4.5547853),478438.0299118013,478438.0299118013
block 15 GEYLANG,113.88888888888889,490231.0568475452,POINT (103.8870563 1.3181862),4703.10950931338,4703.10950931338
block 15 HOUGANG,82.0,309932.29767628206,POINT (112.38312 30.5177958),3358327.068855709,3358327.068855709
block 15 KALLANG/WHAMPOA,75.76470588235294,438886.9911114323,POINT (103.8663299 1.3250618),4502.24597112861,4502.24597112861
block 15 QUEENSTOWN,82.0,471986.975537506,POINT (103.80070686768212 1.2880899000000001),4328.630714658939,4328.630714658939
block 15 TOA PAYOH,103.38888888888889,386675.23333333334,POINT (103.8497414 1.3353906),5743.444997146924,5743.444997146924
block 15 WOODLANDS,66.6923076923077,240596.37315199818,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 152 WOODLANDS,81.85714285714286,303921.94836488814,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 155 WOODLANDS,90.5,310866.57558139536,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 157 WOODLANDS,81.82352941176471,294927.6403903904,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 158 WOODLANDS,84.27272727272727,300588.16083916085,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 159 WOODLANDS,82.0,310931.7158730159,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 16 BUKIT MERAH,70.51020408163265,434015.9915161467,POINT (103.82831840371266 1.2704395),1834.627121338543,1834.627121338543
block 16 GEYLANG,61.357142857142854,269255.53968253965,POINT (103.8870563 1.3181862),4703.10950931338,4703.10950931338
block 16 HOUGANG,121.375,484190.92307692306,POINT (112.38312 30.5177958),3358327.068855709,3358327.068855709
block 16 KALLANG/WHAMPOA,75.57142857142857,392581.22493734333,POINT (103.8663299 1.3250618),4502.24597112861,4502.24597112861
block 16 TOA PAYOH,129.88888888888889,507462.22222222225,POINT (103.8497414 1.3353906),5743.444997146924,5743.444997146924
block 16 WOODLANDS,45.0,210485.7142857143,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 160 BEDOK,147.22222222222223,648133.925925926,POINT (103.9101817 1.3244029),7016.56940172059,7016.56940172059
block 160 BUKIT BATOK,75.66666666666667,304418.90579710144,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 160 CHOA CHU KANG,104.42857142857143,371502.35119047615,POINT (103.7508022218648 1.37424565),15352.791314381206,15352.791314381206
block 160 QUEENSTOWN,77.4,397431.7703125,POINT (-76.9693881 38.950721),15548042.1514909,15548042.1514909
block 160 TAMPINES,117.47058823529412,495438.2997936017,POINT (103.93102912719868 1.35828095),11266.640206553264,11266.640206553264
block 160 TOA PAYOH,40.888888888888886,228181.94444444444,POINT (103.84106585119139 1.33399615),5885.077794635806,5885.077794635806
block 160 WOODLANDS,91.33333333333333,314913.72222222225,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 161 BEDOK,151.0,630583.3333333334,POINT (103.9101817 1.3244029),7016.56940172059,7016.56940172059
block 161 BUKIT BATOK,82.61538461538461,302344.16971916973,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 161 QUEENSTOWN,77.5,392199.097008547,POINT (-76.9693881 38.950721),15548042.1514909,15548042.1514909
block 161 TAMPINES,96.27777777777777,409062.2472222222,POINT (103.93102912719868 1.35828095),11266.640206553264,11266.640206553264
block 161 TOA PAYOH,40.4,220032.41666666666,POINT (103.84106585119139 1.33399615),5885.077794635806,5885.077794635806
block 161 WOODLANDS,81.18181818181819,295372.15440115443,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 161 YISHUN,121.84,418270.6436363637,POINT (103.8395409 1.438065),17125.649119290814,17125.649119290814
block 162 BUKIT BATOK,84.42857142857143,300442.10930735926,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 162 CHOA CHU KANG,111.33333333333333,383366.01406926406,POINT (103.7445 1.401318),18285.99136391172,18285.99136391172
block 162 QUEENSTOWN,67.11111111111111,318748.5595238095,POINT (-76.9693881 38.950721),15548042.1514909,15548042.1514909
block 162 TAMPINES,116.16666666666667,486956.15280199255,POINT (103.93102912719868 1.35828095),11266.640206553264,11266.640206553264
block 162 WOODLANDS,118.23076923076923,376349.7633043058,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 163 BISHAN,122.5,651299.2919860627,POINT (-123.8541392 48.7916839),12821992.296439067,12821992.296439067
block 163 BUKIT BATOK,83.55555555555556,296251.6540880503,POINT (103.75261604998195 1.3559956),13546.368069972705,13546.368069972705
block 163 BUKIT PANJANG,112.0,523902.6581196581,POINT (103.7718658 1.377921),14305.71568963065,14305.71568963065
block 163 QUEENSTOWN,75.42857142857143,314025.4344229217,POINT (121.1761909 14.5060306),2401323.530558786,2401323.530558786
block 163 TAMPINES,110.05,440741.0394698086,POINT (103.9435712 1.3546528),12011.449691750802,12011.449691750802
block 163 TOA PAYOH,65.6875,297336.9454022988,POINT (103.8497414 1.3353906),5743.444997146924,5743.444997146924
block 166 WOODLANDS,73.66666666666667,301601.1904761905,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 168 WOODLANDS,112.38461538461539,342454.3552466555,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 169 WOODLANDS,135.25,448644.902173913,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 17 BUKIT MERAH,103.47222222222223,626893.8625,POINT (103.82831840371266 1.2704395),1834.627121338543,1834.627121338543
block 17 BUKIT TIMAH,115.23529411764706,657006.9070317782,POINT (101.4670762 1.5112818),263575.98638049024,263575.98638049024
block 17 GEYLANG,59.785714285714285,271418.74823422194,POINT (103.8870563 1.3181862),4703.10950931338,4703.10950931338
block 17 HOUGANG,80.3076923076923,303113.81715506717,POINT (112.38312 30.5177958),3358327.068855709,3358327.068855709
block 17 MARINE PARADE,82.0,460347.1194653299,POINT (103.904665 1.302774),5254.445630521953,5254.445630521953
block 17 QUEENSTOWN,96.43478260869566,594280.2279503106,POINT (103.80037236559193 1.287716),4314.418193074918,4314.418193074918
block 17 TOA PAYOH,77.87931034482759,308951.26829268294,POINT (103.8497414 1.3353906),5743.444997146924,5743.444997146924
block 170 ANG MO KIO,55.88235294117647,245230.4222605775,POINT (103.84368975 1.3885722999999999),11646.10442013269,11646.10442013269
block 170 BUKIT BATOK,117.0,445134.1711975835,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 170 BUKIT PANJANG,104.07142857142857,445255.2056798623,POINT (103.76120534896185 1.3849607499999999),15692.412745641155,15692.412745641155
block 170 QUEENSTOWN,61.48148148148148,295071.60398671095,POINT (-76.9693881 38.950721),15548042.1514909,15548042.1514909
block 170 WOODLANDS,127.66666666666667,426131.0483870968,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 170 YISHUN,115.875,387161.7944444445,POINT (103.8395409 1.438065),17125.649119290814,17125.649119290814
block 171 WOODLANDS,101.4,328532.5,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 172 WOODLANDS,101.4,359349.1982281285,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 173 WOODLANDS,114.5,365818.6111111111,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 175 ANG MO KIO,91.0,386225.8128930818,POINT (103.84368975 1.3885722999999999),11646.10442013269,11646.10442013269
block 175 BUKIT BATOK,71.82352941176471,269722.49096717336,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 175 BUKIT PANJANG,108.77777777777777,463756.4232209738,POINT (103.76120534896185 1.3849607499999999),15692.412745641155,15692.412745641155
block 175 YISHUN,125.08333333333333,376897.0384615385,POINT (103.8395409 1.438065),17125.649119290814,17125.649119290814
block 176 BISHAN,67.07692307692308,387225.1090672612,POINT (103.82903026932581 1.36559295),9626.362806730529,9626.362806730529
block 176 BUKIT BATOK,86.17647058823529,300877.395030426,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 176 BUKIT PANJANG,110.0,460093.8726530612,POINT (103.76120534896185 1.3849607499999999),15692.412745641155,15692.412745641155
block 176 WOODLANDS,184.0,634027.5555555555,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 177 ANG MO KIO,91.2,380609.540860215,POINT (103.84368975 1.3885722999999999),11646.10442013269,11646.10442013269
block 177 BISHAN,99.88888888888889,480419.8888888889,POINT (103.82903026932581 1.36559295),9626.362806730529,9626.362806730529
block 177 BUKIT BATOK,88.66666666666667,302031.77915804,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 177 BUKIT PANJANG,101.11111111111111,475806.70631194575,POINT (103.76120534896185 1.3849607499999999),15692.412745641155,15692.412745641155
block 177 WOODLANDS,91.58333333333333,319257.1614583333,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 178 ANG MO KIO,72.44444444444444,307963.9096818215,POINT (103.84368975 1.3885722999999999),11646.10442013269,11646.10442013269
block 178 BISHAN,98.14285714285714,559022.5178571428,POINT (103.82903026932581 1.36559295),9626.362806730529,9626.362806730529
block 178 BUKIT BATOK,73.0,298336.68376623373,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 178 BUKIT PANJANG,100.0,487303.385873163,POINT (103.76120534896185 1.3849607499999999),15692.412745641155,15692.412745641155
block 18 BEDOK,65.42105263157895,284905.4766374635,POINT (103.9314714 1.3256702),9057.217152985673,9057.217152985673
block 18 BUKIT MERAH,73.525,415221.29693113774,POINT (103.82831840371266 1.2704395),1834.627121338543,1834.627121338543
block 18 BUKIT TIMAH,86.0,449826.92307692306,POINT (101.4670762 1.5112818),263575.98638049024,263575.98638049024
block 18 GEYLANG,65.15,270773.90017921146,POINT (103.8870563 1.3181862),4703.10950931338,4703.10950931338
block 18 HOUGANG,92.0,341225.0650793651,POINT (112.38312 30.5177958),3358327.068855709,3358327.068855709
block 18 KALLANG/WHAMPOA,93.97674418604652,487245.0050981577,POINT (103.8663299 1.3250618),4502.24597112861,4502.24597112861
block 18 MARINE PARADE,88.0,498414.9373460815,POINT (103.904665 1.302774),5254.445630521953,5254.445630521953
block 18 QUEENSTOWN,94.3,540727.056060606,POINT (103.79997511952341 1.2871172),4284.306082502781,4284.306082502781
block 18 TOA PAYOH,83.24,316919.2914583333,POINT (103.8497414 1.3353906),5743.444997146924,5743.444997146924
block 180 ANG MO KIO,79.48,294172.63545281056,POINT (103.8498258 1.3810845500000002),10730.016210410864,10730.016210410864
block 180 BEDOK,90.2258064516129,547936.0455485375,POINT (103.9110728 1.324443),7096.946860014165,7096.946860014165
block 180 BUKIT BATOK,73.38095238095238,277614.5741341991,POINT (103.75266284937962 1.3758846999999998),15403.994540802376,15403.994540802376
block 180 PASIR RIS,127.0,432350.6293103448,POINT (103.94350777946352 1.372388),13353.959876046514,13353.959876046514
block 182 ANG MO KIO,78.66666666666667,304361.67222222226,POINT (103.84368975 1.3885722999999999),11646.10442013269,11646.10442013269
block 182 BEDOK,92.57142857142857,556036.488095238,POINT (103.9110728 1.324443),7096.946860014165,7096.946860014165
block 182 BUKIT BATOK,71.1,280882.1772321428,POINT (103.75266284937962 1.3758846999999998),15403.994540802376,15403.994540802376
block 182 BUKIT PANJANG,101.53846153846153,529427.8060310966,POINT (103.76120534896185 1.3849607499999999),15692.412745641155,15692.412745641155
block 182 PUNGGOL,118.18181818181819,506654.2922077923,POINT (103.91353059312286 1.4064038),14672.34790761282,14672.34790761282
block 185 BEDOK,91.36363636363636,544501.5840664712,POINT (103.9101817 1.3244029),7016.56940172059,7016.56940172059
block 185 BUKIT BATOK,108.63636363636364,442314.9490022173,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 185 BUKIT PANJANG,102.04347826086956,526441.469126043,POINT (103.76120534896185 1.3849607499999999),15692.412745641155,15692.412745641155
block 186 BISHAN,145.95,820169.4902439024,POINT (103.82903026932581 1.36559295),9626.362806730529,9626.362806730529
block 186 BUKIT BATOK,106.75,402634.09090909094,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 186 PASIR RIS,126.71428571428571,452056.59523809527,POINT (103.94350777946352 1.372388),13353.959876046514,13353.959876046514
block 187 BISHAN,145.11111111111111,845087.1388888889,POINT (103.82903026932581 1.36559295),9626.362806730529,9626.362806730529
block 187 PASIR RIS,123.875,444273.9583333333,POINT (103.94350777946352 1.372388),13353.959876046514,13353.959876046514
block 188 BISHAN,77.0,447633.7719298246,POINT (103.82903026932581 1.36559295),9626.362806730529,9626.362806730529
block 188 BUKIT BATOK,111.85714285714286,453915.12499999994,POINT (103.75220543614704 1.3750589),15350.579206030061,15350.579206030061
block 188 PASIR RIS,124.41666666666667,439317.5238095238,POINT (103.94350777946352 1.372388),13353.959876046514,13353.959876046514
block 19 BEDOK,87.57142857142857,361403.1601382488,POINT (103.9314714 1.3256702),9057.217152985673,9057.217152985673
block 19 BUKIT MERAH,99.38461538461539,690251.9661710839,POINT (103.82831840371266 1.2704395),1834.627121338543,1834.627121338543
block 19 GEYLANG,62.60909090909091,255975.5698336751,POINT (103.8870563 1.3181862),4703.10950931338,4703.10950931338
block 19 HOUGANG,76.66666666666667,295589.4333333333,POINT (112.38312 30.5177958),3358327.068855709,3358327.068855709
block 19 KALLANG/WHAMPOA,96.6,514395.0714285715,POINT (103.8663299 1.3250618),4502.24597112861,4502.24597112861
block 19 MARINE PARADE,72.5,424135.30340909096,POINT (103.904665 1.302774),5254.445630521953,5254.445630521953
block 19 QUEENSTOWN,86.1025641025641,501895.46066142514,POINT (103.79957379999999 1.2872327499999998),4320.253848697132,4320.253848697132
block 19 TOA PAYOH,120.0,526123.1481481481,POINT (103.8497414 1.3353906),5743.444997146924,5743.444997146924
block 19 WOODLANDS,60.0,249767.1130952381,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 190 BISHAN,125.73333333333333,762779.7777777778,POINT (103.82903026932581 1.36559295),9626.362806730529,9626.362806730529
block 191 BISHAN,107.5,579635.0606060605,POINT (103.82903026932581 1.36559295),9626.362806730529,9626.362806730529
block 191 PASIR RIS,122.3,437891.6666666667,POINT (103.94350777946352 1.372388),13353.959876046514,13353.959876046514
block 191 PUNGGOL,121.375,528466.0735930735,POINT (103.91353059312286 1.4064038),14672.34790761282,14672.34790761282
block 195 BISHAN,73.84615384615384,433513.95472756407,POINT (103.83203356097692 1.3659908),9549.300637849754,9549.300637849754
block 195 SENGKANG,96.52,373181.5723076923,POINT (103.5763399 1.6834671),54292.93548373689,54292.93548373689
block 195 TOA PAYOH,66.01754385964912,241364.78046202462,POINT (103.84914197460714 1.33722195),5955.658804997417,5955.658804997417
block 2 BEDOK,87.66666666666667,315854.9614820566,POINT (103.9314714 1.3256702),9057.217152985673,9057.217152985673
block 2 BUKIT MERAH,75.37931034482759,358940.2776236088,POINT (103.82831840371266 1.2704395),1834.627121338543,1834.627121338543
block 2 BUKIT TIMAH,121.89285714285714,700147.8634085214,POINT (101.4670762 1.5112818),263575.98638049024,263575.98638049024
block 2 CENTRAL AREA,59.55,425086.2603578155,POINT (146.00817283148046 -41.10917945),6335095.810514524,6335095.810514524
block 2 CHOA CHU KANG,88.88888888888889,288712.325,POINT (103.75266284937962 1.3758846999999998),15403.994540802376,15403.994540802376
block 2 HOUGANG,59.0,236016.18818157032,POINT (112.38312 30.5177958),3358327.068855709,3358327.068855709
block 2 KALLANG/WHAMPOA,64.52272727272727,306208.3325704566,POINT (103.8623474 1.3302361),5037.380009865922,5037.380009865922
block 2 QUEENSTOWN,71.91428571428571,378004.6647676245,POINT (103.80079418810215 1.28611545),4141.3981772794705,4141.3981772794705
block 2 SERANGOON,69.36363636363636,323156.0274180045,POINT (103.8698268 1.3514805),7449.298925379446,7449.298925379446
block 2 TOA PAYOH,63.096774193548384,255959.2221443042,POINT (103.8497414 1.3353906),5743.444997146924,5743.444997146924
block 2 WOODLANDS,67.2,234517.25205064687,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 20 BEDOK,82.63636363636364,408879.3097439284,POINT (103.9314714 1.3256702),9057.217152985673,9057.217152985673
block 20 BUKIT MERAH,79.51785714285714,425871.6727799228,POINT (103.81440187305273 1.28639175),3545.936661848876,3545.936661848876
block 20 GEYLANG,64.21249999999999,256533.76047904982,POINT (103.8870563 1.3181862),4703.10950931338,4703.10950931338
block 20 HOUGANG,79.92307692307692,299705.60439560434,POINT (112.38312 30.5177958),3358327.068855709,3358327.068855709
block 20 KALLANG/WHAMPOA,74.84210526315789,320949.41063053673,POINT (103.8623474 1.3302361),5037.380009865922,5037.380009865922
block 20 QUEENSTOWN,88.58974358974359,478510.3090643275,POINT (121.1761909 14.5060306),2401323.530558786,2401323.530558786
block 20 TOA PAYOH,86.6969696969697,326754.86099086097,POINT (103.8497414 1.3353906),5743.444997146924,5743.444997146924
block 200 TOA PAYOH,87.0,382294.730994152,POINT (103.84914197460714 1.33722195),5955.658804997417,5955.658804997417
block 201 ANG MO KIO,69.625,299584.5873015873,POINT (103.84368975 1.3885722999999999),11646.10442013269,11646.10442013269
block 201 BEDOK,78.95454545454545,348045.5696710697,POINT (103.9110728 1.324443),7096.946860014165,7096.946860014165
block 201 BUKIT PANJANG,119.375,401978.7916666666,POINT (103.76120534896185 1.3849607499999999),15692.412745641155,15692.412745641155
block 201 CLEMENTI,149.66666666666666,738149.923076923,POINT (103.77598114983843 1.3320357),9908.878813117522,9908.878813117522
block 201 JURONG EAST,120.41666666666667,593726.26,POINT (103.77035442218084 1.2935294499999999),7123.494156834656,7123.494156834656
block 201 TOA PAYOH,87.0,376466.2317685695,POINT (103.84914197460714 1.33722195),5955.658804997417,5955.658804997417
block 201 WOODLANDS,91.1875,284716.94082633057,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 201 YISHUN,72.0,306422.22536687634,POINT (103.8403992 1.4377325),17076.156583567823,17076.156583567823
block 202 BEDOK,69.25,336244.7114330114,POINT (103.9110728 1.324443),7096.946860014165,7096.946860014165
block 202 BUKIT BATOK,130.0,528092.4780844155,POINT (103.75266284937962 1.3758846999999998),15403.994540802376,15403.994540802376
block 202 WOODLANDS,78.5,255534.20427291686,POINT (-115.546226 54.0556065),12884734.693564262,12884734.693564262
block 202 YISHUN,76.45454545454545,307316.02870813396,POINT (103.8403992 1.4377325),17076.156583567823,17076.156583567823
block 203 BUKIT BATOK,123.28571428571429,553675.1845238095,POINT (103.75266284937962 1.3758846999999998),15403.994540802376,15403.994540802376
block 203 BUKIT PANJANG,113.66666666666667,349563.15789473685,POINT (103.76120534896185 1.3849607499999999),15692.412745641155,15692.412745641155
